TextMesh Pro/Resources/Fonts & Materials/LiberationSans SDF - Outline	79459efec17a4d00a321bdcc27bbc385	TextMesh Pro/Resources/Fonts & Materials/LiberationSans SDF - Outline.mat	0	0	1	USED
TextMesh Pro/Resources/LineBreaking Following Characters	fade42e8bc714b018fac513c043d323b	TextMesh Pro/Resources/LineBreaking Following Characters.txt	0	0	1	USED
TextMesh Pro/Resources/LineBreaking Leading Characters	d82c1b31c7e74239bff1220585707d2b	TextMesh Pro/Resources/LineBreaking Leading Characters.txt	0	0	1	USED
TextMesh Pro/Shaders/TMP_SDF-Mobile Overlay	a02a7d8c237544f1962732b55a9aebf1	TextMesh Pro/Shaders/TMP_SDF-Mobile Overlay.shader	0	0	1	USED
TextMesh Pro/Shaders/TMP_SDF-Mobile Masking	bc1ede39bf3643ee8e493720e4259791	TextMesh Pro/Shaders/TMP_SDF-Mobile Masking.shader	0	0	1	USED
TextMesh Pro/Shaders/TMPro_Properties	3997e2241185407d80309a82f9148466	TextMesh Pro/Shaders/TMPro_Properties.cginc	0	0	1	USED
TextMesh Pro/Shaders/TMP_SDF SSD	14eb328de4b8eb245bb7cea29e4ac00b	TextMesh Pro/Shaders/TMP_SDF SSD.shader	0	0	1	USED
TextMesh Pro/Shaders/TMP_SDF Overlay	dd89cf5b9246416f84610a006f916af7	TextMesh Pro/Shaders/TMP_SDF Overlay.shader	0	0	1	USED
TextMesh Pro/Shaders/TMP_SDF-HDRP UNLIT	f63d574838ccfb44f84acc05fed0af48	TextMesh Pro/Shaders/TMP_SDF-HDRP UNLIT.shadergraph	0	0	1	USED
TextMesh Pro/Shaders/TMP_Bitmap-Mobile	1e3b057af24249748ff873be7fafee47	TextMesh Pro/Shaders/TMP_Bitmap-Mobile.shader	0	0	1	USED
TextMesh Pro/Shaders/TMP_SDF-Surface	f7ada0af4f174f0694ca6a487b8f543d	TextMesh Pro/Shaders/TMP_SDF-Surface.shader	0	0	1	USED
TextMesh Pro/Shaders/TMPro_Mobile	c334973cef89a9840b0b0c507e0377ab	TextMesh Pro/Shaders/TMPro_Mobile.cginc	0	0	1	USED
TextMesh Pro/Shaders/TMP_Bitmap	128e987d567d4e2c824d754223b3f3b0	TextMesh Pro/Shaders/TMP_Bitmap.shader	0	0	1	USED
TextMesh Pro/Shaders/TMP_SDF-Mobile-2-Pass	0178fcb869bafef4690d177d31d17db8	TextMesh Pro/Shaders/TMP_SDF-Mobile-2-Pass.shader	0	0	1	USED
TextMesh Pro/Shaders/TMP_Sprite	cf81c85f95fe47e1a27f6ae460cf182c	TextMesh Pro/Shaders/TMP_Sprite.shader	0	0	1	USED
TextMesh Pro/Shaders/TMP_SDF-HDRP LIT	ca2ed216f98028c4dae6c5224a952b3c	TextMesh Pro/Shaders/TMP_SDF-HDRP LIT.shadergraph	0	0	1	USED
TextMesh Pro/Shaders/TMPro_Surface	d930090c0cd643c7b55f19a38538c162	TextMesh Pro/Shaders/TMPro_Surface.cginc	0	0	1	USED
TextMesh Pro/Shaders/TMP_SDF-Mobile	fe393ace9b354375a9cb14cdbbc28be4	TextMesh Pro/Shaders/TMP_SDF-Mobile.shader	0	0	1	USED
TextMesh Pro/Shaders/TMP_SDF-URP Lit	a3d800b099a06e0478fb790c5e79057a	TextMesh Pro/Shaders/TMP_SDF-URP Lit.shadergraph	0	0	1	USED
TextMesh Pro/Shaders/SDFFunctions	96de908384869cd409c75efa351d5edf	TextMesh Pro/Shaders/SDFFunctions.hlsl	0	0	1	USED
TextMesh Pro/Shaders/TMP_SDF-Surface-Mobile	85187c2149c549c5b33f0cdb02836b17	TextMesh Pro/Shaders/TMP_SDF-Surface-Mobile.shader	0	0	1	USED
TextMesh Pro/Shaders/TMP_SDF-Mobile SSD	c8d12adcee749c344b8117cf7c7eb912	TextMesh Pro/Shaders/TMP_SDF-Mobile SSD.shader	0	0	1	USED
TextMesh Pro/Shaders/TMPro	407bc68d299748449bbf7f48ee690f8d	TextMesh Pro/Shaders/TMPro.cginc	0	0	1	USED
TextMesh Pro/Shaders/TMP_SDF-URP Unlit	124c112a6e8f1a54e8b0870e881b56d8	TextMesh Pro/Shaders/TMP_SDF-URP Unlit.shadergraph	0	0	1	USED
TextMesh Pro/Shaders/TMP_Bitmap-Custom-Atlas	48bb5f55d8670e349b6e614913f9d910	TextMesh Pro/Shaders/TMP_Bitmap-Custom-Atlas.shader	0	0	1	USED
TextMesh Pro/Shaders/TMP_SDF	68e6db2ebdc24f95958faec2be5558d6	TextMesh Pro/Shaders/TMP_SDF.shader	0	1	1	USED
TextMesh Pro/Sprites/EmojiOne	8f05276190cf498a8153f6cbe761d4e6	TextMesh Pro/Sprites/EmojiOne.json	0	0	1	USED
TextMesh Pro/Sprites/EmojiOne	dffef66376be4fa480fb02b19edbe903	TextMesh Pro/Sprites/EmojiOne.png	0	0	1	USED
TextMesh Pro/Sprites/EmojiOne Attribution	381dcb09d5029d14897e55f98031fca5	TextMesh Pro/Sprites/EmojiOne Attribution.txt	0	0	1	USED
TextMesh Pro/Fonts/SUIT-Medium	d92a76402e01bee479f8cb9c2891f537	TextMesh Pro/Fonts/SUIT-Medium.ttf	0	0	1	USED
TextMesh Pro/Fonts/SUIT-SemiBold	edde8fbdad25a944a80bdd400abc90f9	TextMesh Pro/Fonts/SUIT-SemiBold.ttf	0	0	1	USED
TextMesh Pro/Fonts/NanumPen SDF	72c46695792ec2d41b745a8edcef33f5	TextMesh Pro/Fonts/NanumPen SDF.asset	0	1	1	USED
TextMesh Pro/Fonts/SUIT-Light	3226b48ff2a8c3d45bda58411f8228c0	TextMesh Pro/Fonts/SUIT-Light.ttf	0	0	1	USED
TextMesh Pro/Fonts/SUIT-ExtraLight	cd4ad7dcd4c7a684a90481235c36ddeb	TextMesh Pro/Fonts/SUIT-ExtraLight.ttf	0	0	1	USED
TextMesh Pro/Fonts/SUIT-Medium SDF	c29c61909e8f5d74eb5b1cd692007b61	TextMesh Pro/Fonts/SUIT-Medium SDF.asset	0	1	1	USED
TextMesh Pro/Fonts/NotoSansKR-Regular SDF	934f29d5ab91b374384363e051688e07	TextMesh Pro/Fonts/NotoSansKR-Regular SDF.asset	0	0	1	USED
TextMesh Pro/Fonts/LiberationSans	e3265ab4bf004d28a9537516768c1c75	TextMesh Pro/Fonts/LiberationSans.ttf	0	0	1	USED
TextMesh Pro/Fonts/SUIT-SemiBold SDF	38ba2555d94a06043823f38a50cacd23	TextMesh Pro/Fonts/SUIT-SemiBold SDF.asset	0	1	1	USED
TextMesh Pro/Fonts/SUIT-Regular SDF	c78b298cb66dcfe48a4353be015c7322	TextMesh Pro/Fonts/SUIT-Regular SDF.asset	0	1	1	USED
TextMesh Pro/Fonts/SUIT-Heavy	0bfab368e7e9ed04da60e720dd868f52	TextMesh Pro/Fonts/SUIT-Heavy.ttf	0	0	1	USED
TextMesh Pro/Fonts/SUIT-Bold	257c44661b9ee7f4d8332baedb4204ef	TextMesh Pro/Fonts/SUIT-Bold.ttf	0	0	1	USED
TextMesh Pro/Fonts/SUIT-Thin	cc849869d9047e14c8d2bb2e1dbfb12d	TextMesh Pro/Fonts/SUIT-Thin.ttf	0	0	1	USED
TextMesh Pro/Fonts/SUIT-Regular	ed3d632c3b0ec064ea9d1b7eaba3b0ab	TextMesh Pro/Fonts/SUIT-Regular.ttf	0	0	1	USED
TextMesh Pro/Fonts/NanumPen	85577e54b9a5acd45a556ab67f9105c3	TextMesh Pro/Fonts/NanumPen.ttf	0	0	1	USED
TextMesh Pro/Fonts/SUIT-Heavy SDF	43413ff2c253baa46843326554592a10	TextMesh Pro/Fonts/SUIT-Heavy SDF.asset	0	0	1	USED
TextMesh Pro/Fonts/SUIT-Bold SDF	0545ace1e04104948bd80ac2267053bf	TextMesh Pro/Fonts/SUIT-Bold SDF.asset	0	1	1	USED
TextMesh Pro/Fonts/SUIT-Light SDF	f4205edfe45fc8e46b75985d06633282	TextMesh Pro/Fonts/SUIT-Light SDF.asset	0	0	1	USED
TextMesh Pro/Fonts/SUIT-Thin SDF	d7930c2f3cd6bd84ea9ee693b97c5fd6	TextMesh Pro/Fonts/SUIT-Thin SDF.asset	0	0	1	USED
TextMesh Pro/Fonts/NotoSansKR-Regular	4396a9591b9659848bbf7097cc967628	TextMesh Pro/Fonts/NotoSansKR-Regular.ttf	0	0	1	USED
TextMesh Pro/Fonts/SUIT-ExtraLight SDF	f54c7061d56c95a428e6fecb047dc3a4	TextMesh Pro/Fonts/SUIT-ExtraLight SDF.asset	0	0	1	USED
TextMesh Pro/Fonts/SUIT-ExtraBold SDF	eef61b4c320440a498e98c3160924009	TextMesh Pro/Fonts/SUIT-ExtraBold SDF.asset	0	0	1	USED
TextMesh Pro/Fonts/SUIT-ExtraBold	c44af9366cbf3f24db1c68081c64e265	TextMesh Pro/Fonts/SUIT-ExtraBold.ttf	0	0	1	USED
TextMesh Pro/Fonts/LiberationSans - OFL	6e59c59b81ab47f9b6ec5781fa725d2c	TextMesh Pro/Fonts/LiberationSans - OFL.txt	0	0	1	USED
driveAssets/		driveAssets/.DS_Store	0	0	0	UNUSED
driveAssets/art/ui/cooking/ui_speechBubble_default	7c7b2ccee5e0042a2bd97b1c27918f0b	driveAssets/art/ui/cooking/ui_speechBubble_default.png	0	0	0	UNUSED
driveAssets/art/ui/cooking/ui_speechBubble	8a9c2a5c51a3e4e3bbf9c46b1689c0e4	driveAssets/art/ui/cooking/ui_speechBubble.png	0	0	0	UNUSED
driveAssets/art/ui/		driveAssets/art/ui/.DS_Store	0	0	0	UNUSED
driveAssets/art/ui/general/ui_button	f24f7b85678914384bcfc90356d343a4	driveAssets/art/ui/general/ui_button.png	0	1	0	USED
driveAssets/art/ui/general/ui_clock	6a231f6770517457c96da426c955738f	driveAssets/art/ui/general/ui_clock.png	0	0	0	UNUSED
driveAssets/art/ui/general/ui_cell	d4127a866d3484ed08e893e25ec894db	driveAssets/art/ui/general/ui_cell.png	0	0	0	UNUSED
driveAssets/art/ui/general/ui_timer	adefaa13d3c5e42d499d4366cbe2a178	driveAssets/art/ui/general/ui_timer.png	0	0	0	UNUSED
driveAssets/art/ui/general/ui_diary_default	f9afb07fc0a5d422e904cf4ecc987126	driveAssets/art/ui/general/ui_diary_default.png	0	0	0	UNUSED
driveAssets/art/ui/general/white_square	7b1369fd322134c5a874a5f7622e4775	driveAssets/art/ui/general/white_square.png	0	1	0	USED
driveAssets/art/ui/general/ui_checkbox_default	ce2facac17ce648bfa225bb1c19659f8	driveAssets/art/ui/general/ui_checkbox_default.png	0	0	0	UNUSED
driveAssets/art/ui/general/ui_settings	12589b48408db46c0909d441ed1e49ee	driveAssets/art/ui/general/ui_settings.png	0	0	0	UNUSED
driveAssets/art/ui/general/ui_sheet_default	a8e9a1408e21e4983a9eba6f657d1629	driveAssets/art/ui/general/ui_sheet_default.png	0	0	0	UNUSED
driveAssets/art/ui/general/ui_staminaIcon	64d7ff595b2b04db5bf79583407ba343	driveAssets/art/ui/general/ui_staminaIcon.png	0	0	0	UNUSED
driveAssets/art/ui/general/ui_indexTag	be00d9487648147ba882b89331eb661c	driveAssets/art/ui/general/ui_indexTag.png	0	0	0	UNUSED
driveAssets/art/ui/rounded_rect	c7e0cd674c8354742b03061acf8239e4	driveAssets/art/ui/rounded_rect.png	0	0	0	UNUSED
driveAssets/art/ui/minigame/ui_sauce_fill	49ef7931dfd784f8f9fabd1c7ffc2547	driveAssets/art/ui/minigame/ui_sauce_fill.png	0	0	0	UNUSED
driveAssets/art/ui/minigame/ui_mixingRod_default	8667723f2747048a794681bcca60c0e4	driveAssets/art/ui/minigame/ui_mixingRod_default.png	0	0	0	UNUSED
driveAssets/art/ui/minigame/ui_griddle_default	d807f283117b5430c9b3334597696c20	driveAssets/art/ui/minigame/ui_griddle_default.png	0	0	0	UNUSED
driveAssets/art/ui/minigame/ui_minigameResult_poor	8241feb9349b14ea491e1287ea1f45c2	driveAssets/art/ui/minigame/ui_minigameResult_poor.png	0	0	0	UNUSED
driveAssets/art/ui/minigame/ui_minigameResult_ok	8a45b87ee0b6b41488857bbab55590ac	driveAssets/art/ui/minigame/ui_minigameResult_ok.png	0	0	0	UNUSED
driveAssets/art/ui/minigame/ui_bowl_front	e71354f6c0c1e4103818d59279651043	driveAssets/art/ui/minigame/ui_bowl_front.png	0	0	0	UNUSED
driveAssets/art/ui/minigame/ui_mouse_default 1	4361f1ffd6a384678995fad0bfea0d73	driveAssets/art/ui/minigame/ui_mouse_default 1.png	0	0	0	UNUSED
driveAssets/art/ui/minigame/ui_square_default	fab2c4d676c234e95beea12992219a6d	driveAssets/art/ui/minigame/ui_square_default.png	0	0	0	UNUSED
driveAssets/art/ui/minigame/ui_minigameResult_fail	64691c0999832494bad8659b783d1ffd	driveAssets/art/ui/minigame/ui_minigameResult_fail.png	0	0	0	UNUSED
driveAssets/art/ui/minigame/ui_dotLine_default	ccb2cd44a37ca4296adbd7c3080d4d14	driveAssets/art/ui/minigame/ui_dotLine_default.png	0	0	0	UNUSED
driveAssets/art/ui/minigame/ui_minigameResult_great	ae00d3e3bad774336a422adda1bdacdb	driveAssets/art/ui/minigame/ui_minigameResult_great.png	0	0	0	UNUSED
driveAssets/art/ui/minigame/ui_keyButton_success	88167a786ee534107b5a4b7eddc87c59	driveAssets/art/ui/minigame/ui_keyButton_success.png	0	0	0	UNUSED
driveAssets/art/ui/minigame/ui_lowerArrow_default	a71435d5ed067434b88a45a46de6c62d	driveAssets/art/ui/minigame/ui_lowerArrow_default.png	0	0	0	UNUSED
driveAssets/art/ui/minigame/ui_upperArrow_pressed	6d6f393a9f59f4c62a2a106dd9a61737	driveAssets/art/ui/minigame/ui_upperArrow_pressed.png	0	0	0	UNUSED
driveAssets/art/ui/minigame/ui_spaceBar_default	4405f8be433814b2cb9057950abb123c	driveAssets/art/ui/minigame/ui_spaceBar_default.png	0	0	0	UNUSED
driveAssets/art/ui/minigame/ui_mouse_default	27c4d54053f1544c1b8076d536dae8d8	driveAssets/art/ui/minigame/ui_mouse_default.png	0	0	0	UNUSED
driveAssets/art/ui/minigame/ui_spaceBar_pressed	87ddbcb2572e04f379d1e36b23635a7a	driveAssets/art/ui/minigame/ui_spaceBar_pressed.png	0	0	0	UNUSED
driveAssets/art/ui/minigame/ui_keyButton_default	eb674f6e5176e437c87df1307ff93ca9	driveAssets/art/ui/minigame/ui_keyButton_default.png	0	0	0	UNUSED
driveAssets/art/ui/minigame/ui_upperArrow_default	cb715ea3a2b844d8e85a7d735195df84	driveAssets/art/ui/minigame/ui_upperArrow_default.png	0	0	0	UNUSED
driveAssets/art/ui/minigame/ui_lowerArrow_pressed	7d18b4977a1e34cf1bfc931294f8eba8	driveAssets/art/ui/minigame/ui_lowerArrow_pressed.png	0	0	0	UNUSED
driveAssets/art/ui/minigame/ui_sauce_empty	ce75229629c024f84a00b22b87ae8a0d	driveAssets/art/ui/minigame/ui_sauce_empty.png	0	0	0	UNUSED
driveAssets/art/ui/minigame/ui_bowl_back	500fea2c154be464aa8206d71a45fd50	driveAssets/art/ui/minigame/ui_bowl_back.png	0	0	0	UNUSED
driveAssets/art/ui/minigame/ui_knife_default	cc65a84e9f7244a5d8a80eeea196c6f7	driveAssets/art/ui/minigame/ui_knife_default.png	0	0	0	UNUSED
driveAssets/art/ui/minigame/ui_keyButton_failure	6103b5f63f9144e5fab1428bb2fadac8	driveAssets/art/ui/minigame/ui_keyButton_failure.png	0	0	0	UNUSED
driveAssets/art/ui/minigame/ui_minigameResult_perfect	830842d87e7f84b76a59ea775f035c17	driveAssets/art/ui/minigame/ui_minigameResult_perfect.png	0	0	0	UNUSED
driveAssets/art/ui/stats/ui_staminaGauge_frame	27ced7e526a2e40ef900914e908285f1	driveAssets/art/ui/stats/ui_staminaGauge_frame.png	0	0	0	UNUSED
driveAssets/art/ui/stats/ui_staminaGauge_severe	ae9d5af2162444acc93062c21f2eaf54	driveAssets/art/ui/stats/ui_staminaGauge_severe.png	0	0	0	UNUSED
driveAssets/art/ui/stats/ui_clock_frame	f4d29f561f9c840df8710f2259214db1	driveAssets/art/ui/stats/ui_clock_frame.png	0	0	0	UNUSED
driveAssets/art/ui/stats/ui_staminaGauge_fill	b9a129cae04d7456eb81cc84e649da90	driveAssets/art/ui/stats/ui_staminaGauge_fill.png	0	0	0	UNUSED
driveAssets/art/ui/stats/ui_clock_minute	7e217be1b57ac42c995204470d0d1aad	driveAssets/art/ui/stats/ui_clock_minute.png	0	0	0	UNUSED
driveAssets/art/ui/stats/ui_clock_hour	588f17bd5abac46d8b6742398499e5bc	driveAssets/art/ui/stats/ui_clock_hour.png	0	0	0	UNUSED
driveAssets/art/ui/stats/ui_staminaGauge_low	d4651c42251fe4d59becdf14b72d612f	driveAssets/art/ui/stats/ui_staminaGauge_low.png	0	0	0	UNUSED
driveAssets/art/obj/Cooking/obj_upperShelf	233145a6ce7de45259327b0d21970750	driveAssets/art/obj/Cooking/obj_upperShelf.png	0	1	0	USED
driveAssets/art/obj/Cooking/		driveAssets/art/obj/Cooking/.DS_Store	0	0	0	UNUSED
driveAssets/art/obj/Cooking/obj_lowerShelf_default	ec23d46f3f9ce4ac5811ca99b69a22ce	driveAssets/art/obj/Cooking/obj_lowerShelf_default.png	0	1	0	USED
driveAssets/art/obj/Cooking/obj_trashcan_default	0e5e88dd4127b448e81b1d61920dec4a	driveAssets/art/obj/Cooking/obj_trashcan_default.png	0	1	0	USED
driveAssets/art/obj/Cooking/obj_refrigeratorDoor_default	c189ae90ee211426e98cdf1ddf3b83ae	driveAssets/art/obj/Cooking/obj_refrigeratorDoor_default.png	0	1	0	USED
driveAssets/art/obj/Cooking/obj_refrigeratorDoor_indoor	9ceb95c39e4ca48559bb9f7f669241de	driveAssets/art/obj/Cooking/obj_refrigeratorDoor_indoor.png	0	1	0	USED
driveAssets/art/obj/Cooking/obj_induction_default	b7f36da5eefba407fbf6c1a96dac5047	driveAssets/art/obj/Cooking/obj_induction_default.png	0	1	0	USED
driveAssets/art/obj/		driveAssets/art/obj/.DS_Store	0	0	0	UNUSED
driveAssets/art/		driveAssets/art/.DS_Store	0	0	0	UNUSED
driveAssets/art/character/char_tempCustomer_full	56863949946da497abf485a99294afaa	driveAssets/art/character/char_tempCustomer_full.png	0	0	0	UNUSED
driveAssets/art/character/main_c	80e8ed1d9bbbe8f43a353293990990f4	driveAssets/art/character/main_c.png	0	1	0	USED
driveAssets/art/character/char_nimo_default	1071998672bf4469180c2c4e23a8cd90	driveAssets/art/character/char_nimo_default.jpg	0	0	0	UNUSED
driveAssets/art/character/char_lede_default	a7b136570851841bcaebfa5f1f822852	driveAssets/art/character/char_lede_default.jpg	0	0	0	UNUSED
driveAssets/art/character/char_tempCustomer_pain	e8d6905f1eb424a0ebeb978f28add38b	driveAssets/art/character/char_tempCustomer_pain.jpg	0	0	0	UNUSED
driveAssets/art/character/char_tempCustomer_golem	01901e073c90545a0a2aab11cfed341f	driveAssets/art/character/char_tempCustomer_golem.jpg	0	0	0	UNUSED
driveAssets/art/character/char_tempCustomer_fishman	9e25fb68e8de2479496dda36f4744015	driveAssets/art/character/char_tempCustomer_fishman.jpg	0	0	0	UNUSED
driveAssets/art/character/char_jar_default	ee025155f3b484cffa40ad9169c4d79e	driveAssets/art/character/char_jar_default.jpg	0	0	0	UNUSED
driveAssets/art/character/char_gabriel_default	afc797b192b0c48879e1fa904d328878	driveAssets/art/character/char_gabriel_default.jpg	0	0	0	UNUSED
driveAssets/art/character/char_tempCustomer_lizard	4ddc6500813324939aa898dc9edaea40	driveAssets/art/character/char_tempCustomer_lizard.jpg	0	0	0	UNUSED
driveAssets/art/character/char_moai_default	2b4e9a738a7a74b95bd9cc7d74741444	driveAssets/art/character/char_moai_default.jpg	0	0	0	UNUSED
driveAssets/art/character/char_pajama_default	138b1d8c428ff40ea99d34d05ea2f351	driveAssets/art/character/char_pajama_default.jpg	0	0	0	UNUSED
driveAssets/art/character/char_sranya_default	fd393be2ba9a64131a45676fa267eec6	driveAssets/art/character/char_sranya_default.jpg	0	0	0	UNUSED
driveAssets/art/character/char_getoro_default	b8f97c09ec4a64d8daaad6cf88b58969	driveAssets/art/character/char_getoro_default.jpg	0	0	0	UNUSED
driveAssets/art/item/cooking/		driveAssets/art/item/cooking/.DS_Store	0	0	0	UNUSED
driveAssets/art/item/cooking/food/item_luminousSyrup_bowl	a21c4b102f49d4e3ebad4806403ed4df	driveAssets/art/item/cooking/food/item_luminousSyrup_bowl.png	0	0	1	USED
driveAssets/art/item/cooking/food/item_dawnSoupBase_raw	d65a4ba67a70e4ba48de8b627ceafc41	driveAssets/art/item/cooking/food/item_dawnSoupBase_raw.png	0	0	1	USED
driveAssets/art/item/cooking/food/item_grilledArtificialMeat_raw	2b07001dcaa4c4b45bb9a1c2cc42d954	driveAssets/art/item/cooking/food/item_grilledArtificialMeat_raw.png	0	0	1	USED
driveAssets/art/item/cooking/food/item_grilledWindBean_raw	a7ece5e8119dc42569e84115ab95daa0	driveAssets/art/item/cooking/food/item_grilledWindBean_raw.png	0	0	1	USED
driveAssets/art/item/cooking/food/item_steelRoot_pan	7d979d36477b74e878b7f8632c2c530d	driveAssets/art/item/cooking/food/item_steelRoot_pan.png	0	0	1	USED
driveAssets/art/item/cooking/food/item_dawnHerb_raw	ae98d61c8372e4b948005e6e78ea08e6	driveAssets/art/item/cooking/food/item_dawnHerb_raw.png	0	0	1	USED
driveAssets/art/item/cooking/food/item_neonSalad_bento_left	a681c83a72b7e478faa542b88afafce2	driveAssets/art/item/cooking/food/item_neonSalad_bento_left.png	0	0	1	USED
driveAssets/art/item/cooking/food/item_powerRoomSkewer_pan	2b904e2f1c537463b94d0b991a06aa59	driveAssets/art/item/cooking/food/item_powerRoomSkewer_pan.png	0	0	1	USED
driveAssets/art/item/cooking/food/item_pickledSeaweed_raw	2acb23c5113424c24af9c56df52dc53b	driveAssets/art/item/cooking/food/item_pickledSeaweed_raw.png	0	0	1	USED
driveAssets/art/item/cooking/food/item_lumiLeaf_bowl	c52c99d415a2c44348cefc5dbb93c4c2	driveAssets/art/item/cooking/food/item_lumiLeaf_bowl.png	0	0	1	USED
driveAssets/art/item/cooking/food/item_ventGrilledSalmon_bento_right	704909d7dc17d440481a991450dd65f4	driveAssets/art/item/cooking/food/item_ventGrilledSalmon_bento_right.png	0	0	1	USED
driveAssets/art/item/cooking/food/item_greenOnion_bowl	172ab01870cb04780a259209b76dd1f9	driveAssets/art/item/cooking/food/item_greenOnion_bowl.png	0	0	1	USED
driveAssets/art/item/cooking/food/item_tofu_raw	a95c573f8f4d0436780350401a56a7b5	driveAssets/art/item/cooking/food/item_tofu_raw.png	0	0	1	USED
driveAssets/art/item/cooking/food/item_blackDoenjang_raw	e4b07603f9bbc44f4bee83765313f302	driveAssets/art/item/cooking/food/item_blackDoenjang_raw.png	0	0	1	USED
driveAssets/art/item/cooking/food/item_blackSesame_raw	ce8b82f90afa544969fa3d0368226110	driveAssets/art/item/cooking/food/item_blackSesame_raw.png	0	0	1	USED
driveAssets/art/item/cooking/food/item_boiledWheatNoodles_pot	cde82e0fd2033417b83871fde611e642	driveAssets/art/item/cooking/food/item_boiledWheatNoodles_pot.png	0	0	1	USED
driveAssets/art/item/cooking/food/item_lumiLeaf_pan	03ebe1aea8e1c456ba6dc681c8791957	driveAssets/art/item/cooking/food/item_lumiLeaf_pan.png	0	0	1	USED
driveAssets/art/item/cooking/food/item_luminousSyrup_raw	fdf0b4acda2844e0f80337c3f73e4c95	driveAssets/art/item/cooking/food/item_luminousSyrup_raw.png	0	0	1	USED
driveAssets/art/item/cooking/food/item_neonSalad_bowl	da539efaea727409ebeb206caf18868d	driveAssets/art/item/cooking/food/item_neonSalad_bowl.png	0	0	1	USED
driveAssets/art/item/cooking/food/item_lumiJelly_bowl	1a4db439907854093b6da3a259c72594	driveAssets/art/item/cooking/food/item_lumiJelly_bowl.png	0	0	1	USED
driveAssets/art/item/cooking/food/item_squidInk_bowl	aa236706cf3bb4134bb430a5b305471e	driveAssets/art/item/cooking/food/item_squidInk_bowl.png	0	0	1	USED
driveAssets/art/item/cooking/food/item_lumiEgg_raw	946712ef25ef0459c95e06f858909d2d	driveAssets/art/item/cooking/food/item_lumiEgg_raw.png	0	0	1	USED
driveAssets/art/item/cooking/food/item_neonSalad_bento_right	eb180023c8bd7410888c3020fa89366e	driveAssets/art/item/cooking/food/item_neonSalad_bento_right.png	0	0	1	USED
driveAssets/art/item/cooking/food/item_soyCoatedRice_bowl	03dc95c39fe784f999ea077437ddc5f3	driveAssets/art/item/cooking/food/item_soyCoatedRice_bowl.png	0	0	1	USED
driveAssets/art/item/cooking/food/item_artificialMeatSteak_plate	d269e13f2dbd248808d5e84721f5fb6a	driveAssets/art/item/cooking/food/item_artificialMeatSteak_plate.png	0	0	1	USED
driveAssets/art/item/cooking/food/item_windBean_pan	93425e50059e8493db5d0b93956799ff	driveAssets/art/item/cooking/food/item_windBean_pan.png	0	0	1	USED
driveAssets/art/item/cooking/food/item_choppedInsulatingMushroom_cut	cc6bff079dc21433e89e207abcbf6a35	driveAssets/art/item/cooking/food/item_choppedInsulatingMushroom_cut.png	0	0	1	USED
driveAssets/art/item/cooking/food/item_squidInk_raw	5ae9cb2325b334ddb968d5cabe2b5d96	driveAssets/art/item/cooking/food/item_squidInk_raw.png	0	0	1	USED
driveAssets/art/item/cooking/food/item_ventGrilledSalmon_bento_left	d917c6c1876764bc8a526518cbc7cca3	driveAssets/art/item/cooking/food/item_ventGrilledSalmon_bento_left.png	0	0	1	USED
driveAssets/art/item/cooking/food/		driveAssets/art/item/cooking/food/.DS_Store	1	0	1	USED
driveAssets/art/item/cooking/food/item_foodWaste_bowl	ecf9cf9004bce426a8d3b52865b4c372	driveAssets/art/item/cooking/food/item_foodWaste_bowl.png	0	0	1	USED
